,region_name,region_id,week,date,inc,inc_w1,inc_w2,inclow,inclow_w1,inclow_w2,inctop,inctop_w1,inctop_w2,inc100,inc100_w1,inc100_w2,inc100low,inc100low_w1,inc100low_w2,inc100top,inc100top_w1,inc100top_w2,C6H6,C6H6_w1,C6H6_w2,CO,CO_w1,CO_w2,NO,NO_w1,NO_w2,NO2,NO2_w1,NO2_w2,NOXasNO2,NOXasNO2_w1,NOXasNO2_w2,O3,O3_w1,O3_w2,PM10,PM10_w1,PM10_w2,PM2p5,PM2p5_w1,PM2p5_w2,SO2,SO2_w1,SO2_w2,pmer,pmer_w1,pmer_w2,dirv,dirv_w1,dirv_w2,vitv,vitv_w1,vitv_w2,temp,temp_w1,temp_w2,hum,hum_w1,hum_w2,pst,pst_w1,pst_w2,r1,r1_w1,r1_w2,tempc,tempc_w1,tempc_w2
1392,Île-de-France,2,202307,2023-02-12,14901,21325.0,19378.0,11333,16926.0,15460.0,18469,25724.0,23296.0,120,172.0,156.0,91,136.0,124.0,149,208.0,188.0,,,,0.3936,0.2197,0.2583,41.0699,16.5497,14.9678,40.9666,30.9765,27.0643,103.9495,56.3122,49.9997,31.6695,43.3285,31.7867,35.8405,20.0507,24.2455,23.824,11.544,18.6015,,,,103709.81,103330.94,103053.21,134.81,258.49,85.36,2.68,3.62,4.24,276.9815,280.133,275.375,74.4815,81.4528,81.5536,102569.0741,102208.6792,101914.1071,0.0019,0.0151,0.0089,3.8315,6.983,2.225
1393,Centre-Val de Loire,3,202307,2023-02-12,2353,3249.0,3660.0,1494,2189.0,2582.0,3212,4309.0,4738.0,89,123.0,139.0,56,83.0,98.0,122,163.0,180.0,,,,0.3365,0.2031,0.2876,16.2173,7.0991,6.9998,22.5746,15.7796,14.6861,47.3696,26.5285,25.2869,38.432,50.1154,37.7358,32.9987,17.6576,18.6311,25.9823,12.3714,15.6169,0.5538,0.4537,0.3257,103609.35,103485.66,102936.88,91.3,242.92,100.63,2.7,2.23,3.19,275.8602,279.5632,275.3366,77.5463,82.3302,83.8125,101849.0741,101751.5094,101185.3571,0.0,0.0009,0.0125,2.7102,6.4132,2.1866
1394,Bretagne,4,202307,2023-02-12,5040,4697.0,4054.0,2673,2964.0,2400.0,7407,6430.0,5708.0,146,136.0,117.0,78,86.0,69.0,214,186.0,165.0,,,,,,,10.9481,6.9666,6.2845,22.5486,19.6679,16.468,39.5586,30.5299,26.3095,41.3163,56.7817,46.5104,24.9672,15.9854,21.1367,17.9437,8.9567,16.3656,,,,103600.23,103566.93,103243.07,124.03,234.04,114.67,3.42,2.86,4.49,279.338,281.6624,278.2088,80.2222,79.6981,78.9628,102858.8889,102822.1226,102501.2351,0.0005,0.0112,0.0246,6.188,8.5124,5.0588
1395,Occitanie,5,202307,2023-02-12,22896,17795.0,14678.0,17992,13798.0,11247.0,27800,21792.0,18109.0,375,292.0,241.0,295,226.0,185.0,455,358.0,297.0,,,,,,,19.8182,17.5212,12.6229,27.4181,23.6815,17.5652,57.0999,50.0649,36.1102,49.1162,50.3344,37.3015,22.9723,18.516,16.4058,16.7695,12.792,13.508,0.0689,0.34,0.218,103318.9,103300.07,102558.92,162.17,240.35,271.76,2.54,3.7,4.0,277.334,278.3266,274.61,67.2451,71.1447,76.9758,99847.7249,99806.2668,99080.6463,0.0206,0.0011,0.0076,4.184,5.1766,1.46
1396,Hauts-de-France,6,202307,2023-02-12,8425,8847.0,7456.0,5619,5996.0,4586.0,11231,11698.0,10326.0,138,145.0,122.0,92,98.0,75.0,184,192.0,169.0,1.6677,0.3556,0.9476,0.2889,0.1454,0.2227,14.6665,4.2356,5.4921,24.1955,15.8201,19.2877,46.6575,22.3001,27.691,29.8957,49.4286,32.9432,29.9876,18.1333,23.5697,20.5885,10.2421,19.3714,1.1948,1.7018,1.434,103730.74,103094.15,103143.84,135.37,262.26,125.98,2.37,5.52,3.23,277.3417,280.8189,275.7723,84.5648,86.3491,85.6964,102976.3889,102354.3396,102389.4643,0.0009,0.0179,0.0205,4.1917,7.6689,2.6223
1397,Corse,7,202307,2023-02-12,1535,817.0,1077.0,1073,518.0,706.0,1997,1116.0,1448.0,440,234.0,309.0,307,148.0,203.0,573,320.0,415.0,,,,0.5735,,0.7221,3.3314,5.1449,4.8827,10.3743,12.727,11.894,15.3615,20.5147,19.2709,65.4336,54.5183,47.8782,15.0928,17.4394,12.3579,7.4989,8.1134,5.6482,1.5651,1.0769,1.2704,103232.96,102436.6,101643.39,138.15,146.51,147.77,2.97,2.84,3.02,279.6981,281.7745,280.3232,60.6389,76.6981,73.8125,103102.037,102305.3774,101515.625,0.0037,0.0,0.0027,6.5481,8.6245,7.1732
1398,Nouvelle-Aquitaine,8,202307,2023-02-12,15295,9707.0,14291.0,11393,6394.0,10794.0,19197,13020.0,17788.0,248,157.0,232.0,185,103.0,175.0,311,211.0,289.0,,,,0.3864,0.3431,0.2944,13.2505,12.5625,6.8301,21.4016,20.3065,13.6661,41.6834,39.5358,24.0971,42.2449,38.5711,34.3827,24.6904,20.554,16.3851,19.7017,15.4472,14.8403,1.1201,1.0212,0.3298,103395.57,103543.43,102874.6,91.4,169.58,136.13,2.95,2.46,4.26,277.3504,279.0715,275.6671,70.5259,81.8566,84.1036,101762.3056,101920.717,101235.375,0.0004,0.0015,0.0054,4.2004,5.9215,2.5171
1399,Pays de la Loire,9,202307,2023-02-12,6953,5732.0,4899.0,4365,3646.0,2603.0,9541,7818.0,7195.0,177,146.0,125.0,111,93.0,66.0,243,199.0,184.0,,,2.2173,0.4484,0.2823,0.2754,10.4801,4.2575,3.332,20.7833,15.1752,13.03,36.8333,21.6806,18.1197,39.5304,51.6029,39.8112,30.2163,18.0397,21.6012,23.6895,11.3441,18.9682,0.5245,0.556,0.3711,103541.11,103559.25,103084.46,80.75,211.13,134.64,2.99,1.79,2.84,277.7444,281.0462,276.2321,75.5741,79.8113,82.8929,103211.6667,103233.2075,102754.6429,0.0,0.0075,0.0268,4.5944,7.8962,3.0821
1400,Auvergne-Rhône-Alpes,10,202307,2023-02-12,15957,20319.0,18389.0,12196,15962.0,14713.0,19718,24676.0,22065.0,193,246.0,223.0,147,193.0,178.0,239,299.0,268.0,1.2798,1.5008,1.7555,0.4105,0.312,0.2928,13.4696,10.2774,8.21,26.2108,21.9667,18.5896,7.4976,4.7677,7.6554,40.1456,42.4607,32.2967,26.2715,17.7676,18.432,21.6233,13.2747,15.9569,4.7291,4.2631,4.4031,103505.19,103256.1,102521.96,160.94,210.66,201.79,2.26,4.38,4.5,274.8755,277.9646,273.9071,70.0093,75.0755,77.7321,98952.4537,98776.2264,97995.0446,0.0042,0.0033,0.0076,1.7255,4.8146,0.7571
1401,Grand Est,11,202307,2023-02-12,12743,19503.0,15378.0,9451,15161.0,11619.0,16035,23845.0,19137.0,225,344.0,271.0,167,267.0,205.0,283,421.0,337.0,,,,0.4805,0.2359,0.2962,17.0411,6.5381,7.5213,25.7356,14.7467,17.0114,51.7891,24.7099,28.4625,35.0256,47.5576,30.678,28.8265,14.9079,15.3924,19.9295,8.7464,11.0753,1.907,1.0735,1.1226,103738.0,103203.32,102882.61,154.59,243.17,155.46,2.33,4.24,3.6,274.4204,278.4802,274.3057,77.3259,86.2453,86.1321,101239.8889,100753.2453,100403.8214,0.0011,0.006,0.005,1.2704,5.3302,1.1557
1402,Normandie,12,202307,2023-02-12,2633,3224.0,4284.0,882,1335.0,1244.0,4384,5113.0,7324.0,78,95.0,126.0,26,39.0,37.0,130,151.0,215.0,,,,0.3325,0.2397,0.2851,19.5506,9.0566,12.3577,27.9474,18.9323,20.4165,57.8487,32.7531,39.2559,35.8252,59.1876,42.4501,28.2692,16.1276,22.8891,20.0637,9.1098,17.5357,4.0358,2.065,1.8259,103690.83,103387.92,103175.09,128.84,259.53,123.97,2.8,4.27,4.48,277.7792,280.7255,277.0129,82.4537,83.9858,82.7589,102496.8519,102211.9811,101983.3929,0.0009,0.0009,0.0259,4.6292,7.5755,3.8629
1403,Bourgogne-Franche-Comté,13,202307,2023-02-12,2890,4795.0,6278.0,1388,1959.0,4055.0,4392,7631.0,8501.0,101,167.0,218.0,49,68.0,141.0,153,266.0,295.0,,,,,,,11.6241,5.0713,6.058,22.9183,15.3,14.3207,40.6968,22.9715,23.4981,40.006,46.6366,33.5373,25.6929,13.6363,12.6356,20.1275,9.006,10.4299,1.0355,1.2843,1.0391,103629.07,103344.34,102708.93,176.3,233.96,84.82,2.81,2.81,4.34,274.4593,278.3538,274.7482,75.0741,82.717,80.0179,100842.7778,100607.5472,99951.4286,0.0,0.0057,0.0054,1.3093,5.2038,1.5982
1404,Provence-Alpes-Côte d'Azur,1,202308,2023-02-19,15563,21043.0,31755.0,9470,14947.0,23637.0,21656,27139.0,39873.0,301,407.0,614.0,183,289.0,457.0,419,525.0,771.0,2.4635,1.6156,1.0414,0.4784,0.3883,0.382,18.1047,11.4142,12.7643,34.4714,24.4377,22.6477,62.1948,41.9092,42.1839,49.0846,55.0015,49.4325,37.2643,26.9895,23.8193,27.7128,16.9086,13.7126,2.0543,1.1843,1.3413,103110.98,103319.81,102454.43,203.44,163.89,214.53,2.96,4.95,4.02,281.4917,277.9914,279.0217,67.3393,51.5988,65.9245,99425.6548,99585.8025,98835.9119,0.0,0.0006,0.0,8.3417,4.8414,5.8717
1405,Île-de-France,2,202308,2023-02-19,16748,14901.0,21325.0,12559,11333.0,16926.0,20937,18469.0,25724.0,135,120.0,172.0,101,91.0,136.0,169,149.0,208.0,,,,0.3868,0.3936,0.2197,42.3489,41.0699,16.5497,39.2068,40.9666,30.9765,104.0215,103.9495,56.3122,35.7773,31.6695,43.3285,35.6404,35.8405,20.0507,24.3438,23.824,11.544,,,,102954.82,103709.81,103330.94,202.32,134.81,258.49,2.71,2.68,3.62,281.3393,276.9815,280.133,79.2679,74.4815,81.4528,101841.25,102569.0741,102208.6792,0.0054,0.0019,0.0151,8.1893,3.8315,6.983
1406,Centre-Val de Loire,3,202308,2023-02-19,4514,2353.0,3249.0,2423,1494.0,2189.0,6605,3212.0,4309.0,171,89.0,123.0,92,56.0,83.0,250,122.0,163.0,,,,0.3171,0.3365,0.2031,15.6446,16.2173,7.0991,21.3022,22.5746,15.7796,45.2451,47.3696,26.5285,44.9796,38.432,50.1154,29.6784,32.9987,17.6576,23.0922,25.9823,12.3714,0.3254,0.5538,0.4537,103057.23,103609.35,103485.66,187.14,91.3,242.92,2.44,2.7,2.23,281.2411,275.8602,279.5632,80.3571,77.5463,82.3302,101340.9821,101849.0741,101751.5094,0.0062,0.0,0.0009,8.0911,2.7102,6.4132
1407,Bretagne,4,202308,2023-02-19,5849,5040.0,4697.0,2497,2673.0,2964.0,9201,7407.0,6430.0,169,146.0,136.0,72,78.0,86.0,266,214.0,186.0,,,,,,,5.3094,10.9481,6.9666,15.7066,22.5486,19.6679,24.0869,39.5586,30.5299,55.9192,41.3163,56.7817,20.1691,24.9672,15.9854,14.9779,17.9437,8.9567,,,,102899.42,103600.23,103566.93,202.6,124.03,234.04,3.8,3.42,2.86,282.9921,279.338,281.6624,85.9509,80.2222,79.6981,102169.8363,102858.8889,102822.1226,0.0071,0.0005,0.0112,9.8421,6.188,8.5124
1408,Occitanie,5,202308,2023-02-19,24077,22896.0,17795.0,18570,17992.0,13798.0,29584,27800.0,21792.0,395,375.0,292.0,305,295.0,226.0,485,455.0,358.0,,,,,,,22.6699,19.8182,17.5212,32.8635,27.4181,23.6815,66.3085,57.0999,50.0649,52.685,49.1162,50.3344,29.7904,22.9723,18.516,22.73,16.7695,12.792,0.7269,0.0689,0.34,103109.75,103318.9,103300.07,170.44,162.17,240.35,2.35,2.54,3.7,281.5578,277.334,278.3266,68.3588,67.2451,71.1447,99714.2007,99847.7249,99806.2668,0.0005,0.0206,0.0011,8.4078,4.184,5.1766
1409,Hauts-de-France,6,202308,2023-02-19,3475,8425.0,8847.0,1587,5619.0,5996.0,5363,11231.0,11698.0,57,138.0,145.0,26,92.0,98.0,88,184.0,192.0,0.995,1.6677,0.3556,0.2658,0.2889,0.1454,11.9261,14.6665,4.2356,18.1368,24.1955,15.8201,36.3993,46.6575,22.3001,37.9752,29.8957,49.4286,28.0244,29.9876,18.1333,22.515,20.5885,10.2421,0.9256,1.1948,1.7018,102758.48,103730.74,103094.15,190.09,135.37,262.26,4.58,2.37,5.52,281.0259,277.3417,280.8189,87.7679,84.5648,86.3491,102021.9643,102976.3889,102354.3396,0.0063,0.0009,0.0179,7.8759,4.1917,7.6689
1410,Corse,7,202308,2023-02-19,722,1535.0,817.0,299,1073.0,518.0,1145,1997.0,1116.0,207,440.0,234.0,86,307.0,148.0,328,573.0,320.0,,,,0.6441,0.5735,,4.3563,3.3314,5.1449,13.5672,10.3743,12.727,20.188,15.3615,20.5147,64.7741,65.4336,54.5183,16.4848,15.0928,17.4394,9.1516,7.4989,8.1134,1.4257,1.5651,1.0769,103160.54,103232.96,102436.6,133.39,138.15,146.51,2.64,2.97,2.84,282.7786,279.6981,281.7745,76.1964,60.6389,76.6981,103028.6607,103102.037,102305.3774,0.0,0.0037,0.0,9.6286,6.5481,8.6245
1411,Nouvelle-Aquitaine,8,202308,2023-02-19,14646,15295.0,9707.0,10678,11393.0,6394.0,18614,19197.0,13020.0,237,248.0,157.0,173,185.0,103.0,301,311.0,211.0,,,,0.4446,0.3864,0.3431,15.6277,13.2505,12.5625,25.5491,21.4016,20.3065,49.4857,41.6834,39.5358,44.8353,42.2449,38.5711,27.2138,24.6904,20.554,20.5653,19.7017,15.4472,1.3314,1.1201,1.0212,103070.01,103395.57,103543.43,155.73,91.4,169.58,2.31,2.95,2.46,281.8664,277.3504,279.0715,77.8554,70.5259,81.8566,101467.4732,101762.3056,101920.717,0.0004,0.0004,0.0015,8.7164,4.2004,5.9215
1412,Pays de la Loire,9,202308,2023-02-19,2929,6953.0,5732.0,1448,4365.0,3646.0,4410,9541.0,7818.0,75,177.0,146.0,37,111.0,93.0,113,243.0,199.0,0.8843,,,0.4201,0.4484,0.2823,7.1457,10.4801,4.2575,17.4444,20.7833,15.1752,28.3833,36.8333,21.6806,49.0249,39.5304,51.6029,23.0953,30.2163,18.0397,18.0329,23.6895,11.3441,0.7455,0.5245,0.556,102990.36,103541.11,103559.25,179.11,80.75,211.13,2.41,2.99,1.79,282.2839,277.7444,281.0462,82.8214,75.5741,79.8113,102668.3929,103211.6667,103233.2075,0.0018,0.0,0.0075,9.1339,4.5944,7.8962
1413,Auvergne-Rhône-Alpes,10,202308,2023-02-19,15590,15957.0,20319.0,12186,12196.0,15962.0,18994,19718.0,24676.0,189,193.0,246.0,148,147.0,193.0,230,239.0,299.0,1.2301,1.2798,1.5008,0.587,0.4105,0.312,20.8025,13.4696,10.2774,35.0438,26.2108,21.9667,7.4479,7.4976,4.7677,36.781,40.1456,42.4607,32.4319,26.2715,17.7676,24.8796,21.6233,13.2747,6.8873,4.7291,4.2631,103138.9,103505.19,103256.1,161.03,160.94,210.66,2.08,2.26,4.38,280.5345,274.8755,277.9646,66.5134,70.0093,75.0755,98621.6815,98952.4537,98776.2264,0.0009,0.0042,0.0033,7.3845,1.7255,4.8146
1414,Grand Est,11,202308,2023-02-19,7948,12743.0,19503.0,5534,9451.0,15161.0,10362,16035.0,23845.0,140,225.0,344.0,97,167.0,267.0,183,283.0,421.0,,,,0.4192,0.4805,0.2359,15.5408,17.0411,6.5381,21.0535,25.7356,14.7467,44.815,51.7891,24.7099,38.0641,35.0256,47.5576,25.5721,28.8265,14.9079,17.9773,19.9295,8.7464,1.2391,1.907,1.0735,103033.07,103738.0,103203.32,194.79,154.59,243.17,3.16,2.33,4.24,279.8446,274.4204,278.4802,82.4429,77.3259,86.2453,100601.8929,101239.8889,100753.2453,0.0021,0.0011,0.006,6.6946,1.2704,5.3302
1415,Normandie,12,202308,2023-02-19,4049,2633.0,3224.0,1807,882.0,1335.0,6291,4384.0,5113.0,119,78.0,95.0,53,26.0,39.0,185,130.0,151.0,,,,0.2477,0.3325,0.2397,13.6041,19.5506,9.0566,21.5854,27.9474,18.9323,42.3592,57.8487,32.7531,47.668,35.8252,59.1876,23.815,28.2692,16.1276,18.8217,20.0637,9.1098,6.0143,4.0358,2.065,102868.17,103690.83,103387.92,189.96,128.84,259.53,4.22,2.8,4.27,281.4594,277.7792,280.7255,84.375,82.4537,83.9858,101701.5625,102496.8519,102211.9811,0.0051,0.0009,0.0009,8.3094,4.6292,7.5755
1416,Bourgogne-Franche-Comté,13,202308,2023-02-19,4417,2890.0,4795.0,2682,1388.0,1959.0,6152,4392.0,7631.0,154,101.0,167.0,94,49.0,68.0,214,153.0,266.0,,,,,,,14.6786,11.6241,5.0713,27.0362,22.9183,15.3,49.5134,40.6968,22.9715,42.9467,40.006,46.6366,28.0317,25.6929,13.6363,20.9877,20.1275,9.006,0.4951,1.0355,1.2843,103132.68,103629.07,103344.34,215.89,176.3,233.96,2.08,2.81,2.81,279.5339,274.4593,278.3538,78.25,75.0741,82.717,100411.7857,100842.7778,100607.5472,0.0,0.0,0.0057,6.3839,1.3093,5.2038
1417,Provence-Alpes-Côte d'Azur,1,202309,2023-02-26,14057,15563.0,21043.0,9114,9470.0,14947.0,19000,21656.0,27139.0,272,301.0,407.0,176,183.0,289.0,368,419.0,525.0,1.4208,2.4635,1.6156,0.2748,0.4784,0.3883,8.8249,18.1047,11.4142,21.229,34.4714,24.4377,34.7243,62.1948,41.9092,50.0407,49.0846,55.0015,27.0055,37.2643,26.9895,15.5797,27.7128,16.9086,1.4159,2.0543,1.1843,101286.96,103110.98,103319.81,173.84,203.44,163.89,3.47,2.96,4.95,282.8208,281.4917,277.9914,72.75,67.3393,51.5988,97672.2619,99425.6548,99585.8025,0.031,0.0,0.0006,9.6708,8.3417,4.8414
1418,Île-de-France,2,202309,2023-02-26,14426,16748.0,14901.0,10812,12559.0,11333.0,18040,20937.0,18469.0,116,135.0,120.0,87,101.0,91.0,145,169.0,149.0,,,,0.29,0.3868,0.3936,28.9253,42.3489,41.0699,32.8285,39.2068,40.9666,77.1564,104.0215,103.9495,37.9475,35.7773,31.6695,27.9238,35.6404,35.8405,17.0607,24.3438,23.824,,,,101726.43,102954.82,103709.81,113.93,202.32,134.81,3.79,2.71,2.68,280.1196,281.3393,276.9815,74.5714,79.2679,74.4815,100621.0714,101841.25,102569.0741,0.0054,0.0054,0.0019,6.9696,8.1893,3.8315
1419,Centre-Val de Loire,3,202309,2023-02-26,2802,4514.0,2353.0,1392,2423.0,1494.0,4212,6605.0,3212.0,106,171.0,89.0,52,92.0,56.0,160,250.0,122.0,,,,0.2263,0.3171,0.3365,9.6161,15.6446,16.2173,15.9595,21.3022,22.5746,30.6617,45.2451,47.3696,42.3433,44.9796,38.432,20.0568,29.6784,32.9987,14.5024,23.0922,25.9823,0.1895,0.3254,0.5538,101609.46,103057.23,103609.35,113.66,187.14,91.3,3.54,2.44,2.7,280.408,281.2411,275.8602,80.7143,80.3571,77.5463,99912.6786,101340.9821,101849.0741,0.0375,0.0062,0.0,7.258,8.0911,2.7102
1420,Bretagne,4,202309,2023-02-26,3419,5849.0,5040.0,1890,2497.0,2673.0,4948,9201.0,7407.0,99,169.0,146.0,55,72.0,78.0,143,266.0,214.0,,,,,,,6.416,5.3094,10.9481,14.325,15.7066,22.5486,24.3044,24.0869,39.5586,49.1258,55.9192,41.3163,15.9588,20.1691,24.9672,10.88,14.9779,17.9437,,,,101774.42,102899.42,103600.23,119.42,202.6,124.03,5.24,3.8,3.42,279.9353,282.9921,279.338,82.183,85.9509,80.2222,101047.6786,102169.8363,102858.8889,0.0219,0.0071,0.0005,6.7853,9.8421,6.188
1421,Occitanie,5,202309,2023-02-26,8852,24077.0,22896.0,5619,18570.0,17992.0,12085,29584.0,27800.0,145,395.0,375.0,92,305.0,295.0,198,485.0,455.0,,,,,,,13.2635,22.6699,19.8182,21.3374,32.8635,27.4181,41.6478,66.3085,57.0999,47.5794,52.685,49.1162,21.653,29.7904,22.9723,15.0095,22.73,16.7695,0.4623,0.7269,0.0689,101410.83,103109.75,103318.9,194.6,170.44,162.17,3.38,2.35,2.54,281.1436,281.5578,277.334,77.3644,68.3588,67.2451,98051.233,99714.2007,99847.7249,0.0689,0.0005,0.0206,7.9936,8.4078,4.184
1422,Hauts-de-France,6,202309,2023-02-26,7990,3475.0,8425.0,5368,1587.0,5619.0,10612,5363.0,11231.0,131,57.0,138.0,88,26.0,92.0,174,88.0,184.0,0.6711,0.995,1.6677,0.1862,0.2658,0.2889,5.2522,11.9261,14.6665,14.9544,18.1368,24.1955,22.9738,36.3993,46.6575,45.4378,37.9752,29.8957,18.6969,28.0244,29.9876,12.8942,22.515,20.5885,0.6064,0.9256,1.1948,101781.96,102758.48,103730.74,195.36,190.09,135.37,3.67,4.58,2.37,278.8393,281.0259,277.3417,85.6339,87.7679,84.5648,101046.4286,102021.9643,102976.3889,0.0,0.0063,0.0009,5.6893,7.8759,4.1917
1423,Corse,7,202309,2023-02-26,303,722.0,1535.0,0,299.0,1073.0,609,1145.0,1997.0,87,207.0,440.0,0,86.0,307.0,175,328.0,573.0,,,,,0.6441,0.5735,3.6082,4.3563,3.3314,11.2241,13.5672,10.3743,16.7063,20.188,15.3615,49.4518,64.7741,65.4336,22.0814,16.4848,15.0928,11.0615,9.1516,7.4989,1.109,1.4257,1.5651,101304.73,103160.54,103232.96,145.98,133.39,138.15,2.76,2.64,2.97,284.6205,282.7786,279.6981,83.0893,76.1964,60.6389,101177.9464,103028.6607,103102.037,0.0732,0.0,0.0037,11.4705,9.6286,6.5481
1424,Nouvelle-Aquitaine,8,202309,2023-02-26,11819,14646.0,15295.0,7707,10678.0,11393.0,15931,18614.0,19197.0,192,237.0,248.0,125,173.0,185.0,259,301.0,311.0,,,,0.3132,0.4446,0.3864,9.7675,15.6277,13.2505,15.6845,25.5491,21.4016,30.6226,49.4857,41.6834,43.3661,44.8353,42.2449,17.7141,27.2138,24.6904,11.8043,20.5653,19.7017,0.7702,1.3314,1.1201,101490.57,103070.01,103395.57,139.89,155.73,91.4,4.05,2.31,2.95,280.8029,281.8664,277.3504,81.7214,77.8554,70.5259,99914.5714,101467.4732,101762.3056,0.1496,0.0004,0.0004,7.6529,8.7164,4.2004
1425,Pays de la Loire,9,202309,2023-02-26,3424,2929.0,6953.0,1822,1448.0,4365.0,5026,4410.0,9541.0,87,75.0,177.0,46,37.0,111.0,128,113.0,243.0,0.7537,0.8843,,0.2511,0.4201,0.4484,5.1999,7.1457,10.4801,13.0372,17.4444,20.7833,20.9974,28.3833,36.8333,42.1844,49.0249,39.5304,18.0645,23.0953,30.2163,12.8192,18.0329,23.6895,0.3405,0.7455,0.5245,101619.64,102990.36,103541.11,102.68,179.11,80.75,3.64,2.41,2.99,280.2804,282.2839,277.7444,82.0536,82.8214,75.5741,101298.9286,102668.3929,103211.6667,0.1071,0.0018,0.0,7.1304,9.1339,4.5944
1426,Auvergne-Rhône-Alpes,10,202309,2023-02-26,15581,15590.0,15957.0,12117,12186.0,12196.0,19045,18994.0,19718.0,189,189.0,193.0,147,148.0,147.0,231,230.0,239.0,0.9456,1.2301,1.2798,0.363,0.587,0.4105,12.9493,20.8025,13.4696,22.382,35.0438,26.2108,5.3618,7.4479,7.4976,37.3482,36.781,40.1456,22.2306,32.4319,26.2715,15.0021,24.8796,21.6233,4.7569,6.8873,4.7291,101454.82,103138.9,103505.19,158.08,161.03,160.94,3.44,2.08,2.26,280.3067,280.5345,274.8755,75.9732,66.5134,70.0093,97071.6964,98621.6815,98952.4537,0.0272,0.0009,0.0042,7.1567,7.3845,1.7255
1427,Grand Est,11,202309,2023-02-26,11424,7948.0,12743.0,8367,5534.0,9451.0,14481,10362.0,16035.0,202,140.0,225.0,148,97.0,167.0,256,183.0,283.0,,,,0.3472,0.4192,0.4805,12.3918,15.5408,17.0411,19.6375,21.0535,25.7356,38.5776,44.815,51.7891,41.2616,38.0641,35.0256,21.5892,25.5721,28.8265,13.5165,17.9773,19.9295,0.9682,1.2391,1.907,101664.32,103033.07,103738.0,186.25,194.79,154.59,2.93,3.16,2.33,279.1386,279.8446,274.4204,80.1107,82.4429,77.3259,99260.75,100601.8929,101239.8889,0.0314,0.0021,0.0011,5.9886,6.6946,1.2704
1428,Normandie,12,202309,2023-02-26,1929,4049.0,2633.0,654,1807.0,882.0,3204,6291.0,4384.0,57,119.0,78.0,19,53.0,26.0,95,185.0,130.0,,,,0.2071,0.2477,0.3325,12.3326,13.6041,19.5506,20.1505,21.5854,27.9474,38.7497,42.3592,57.8487,49.5634,47.668,35.8252,18.7153,23.815,28.2692,12.5066,18.8217,20.0637,2.4866,6.0143,4.0358,101799.17,102868.17,103690.83,118.57,189.96,128.84,4.33,4.22,2.8,279.1251,281.4594,277.7792,82.7664,84.375,82.4537,100632.5149,101701.5625,102496.8519,0.0134,0.0051,0.0009,5.9751,8.3094,4.6292
1429,Bourgogne-Franche-Comté,13,202309,2023-02-26,7093,4417.0,2890.0,4588,2682.0,1388.0,9598,6152.0,4392.0,247,154.0,101.0,160,94.0,49.0,334,214.0,153.0,,,,,,,10.3172,14.6786,11.6241,19.2905,27.0362,22.9183,35.0413,49.5134,40.6968,39.6467,42.9467,40.006,18.8297,28.0317,25.6929,12.0431,20.9877,20.1275,0.0652,0.4951,1.0355,101603.21,103132.68,103629.07,175.71,215.89,176.3,3.02,2.08,2.81,279.2071,279.5339,274.4593,82.8214,78.25,75.0741,98920.7143,100411.7857,100842.7778,0.0857,0.0,0.0,6.0571,6.3839,1.3093
1430,Provence-Alpes-Côte d'Azur,1,202310,2023-03-05,15058,14057.0,15563.0,10610,9114.0,9470.0,19506,19000.0,21656.0,291,272.0,301.0,205,176.0,183.0,377,368.0,419.0,1.0956,1.4208,2.4635,0.3528,0.2748,0.4784,8.004,8.8249,18.1047,20.036,21.229,34.4714,32.2735,34.7243,62.1948,50.4554,50.0407,49.0846,24.7568,27.0055,37.2643,16.7832,15.5797,27.7128,1.4386,1.4159,2.0543,101405.8,101286.96,103110.98,205.27,173.84,203.44,4.68,3.47,2.96,280.7065,282.8208,281.4917,57.2381,72.75,67.3393,97767.7976,97672.2619,99425.6548,0.0065,0.031,0.0,7.5565,9.6708,8.3417
1431,Île-de-France,2,202310,2023-03-05,16761,14426.0,16748.0,13200,10812.0,12559.0,20322,18040.0,20937.0,135,116.0,135.0,106,87.0,101.0,164,145.0,169.0,,,,0.2461,0.29,0.3868,12.2988,28.9253,42.3489,29.1459,32.8285,39.2068,47.9859,77.1564,104.0215,44.9768,37.9475,35.7773,27.7145,27.9238,35.6404,19.016,17.0607,24.3438,,,,102403.57,101726.43,102954.82,88.21,113.93,202.32,4.64,3.79,2.71,276.5964,280.1196,281.3393,64.1429,74.5714,79.2679,101275.7143,100621.0714,101841.25,0.0,0.0054,0.0054,3.4464,6.9696,8.1893
1432,Centre-Val de Loire,3,202310,2023-03-05,2685,2802.0,4514.0,1114,1392.0,2423.0,4256,4212.0,6605.0,102,106.0,171.0,42,52.0,92.0,162,160.0,250.0,,,,0.1817,0.2263,0.3171,6.8549,9.6161,15.6446,16.9859,15.9595,21.3022,27.4152,30.6617,45.2451,50.7359,42.3433,44.9796,26.2347,20.0568,29.6784,20.2951,14.5024,23.0922,0.3945,0.1895,0.3254,102258.3,101609.46,103057.23,110.71,113.66,187.14,3.17,3.54,2.44,276.3429,280.408,281.2411,64.7232,80.7143,80.3571,100523.3929,99912.6786,101340.9821,0.0,0.0375,0.0062,3.1929,7.258,8.0911
