,region_name,region_id,week,date,inc,inc_w1,inc_w2,inclow,inclow_w1,inclow_w2,inctop,inctop_w1,inctop_w2,inc100,inc100_w1,inc100_w2,inc100low,inc100low_w1,inc100low_w2,inc100top,inc100top_w1,inc100top_w2,C6H6,C6H6_w1,C6H6_w2,CO,CO_w1,CO_w2,NO,NO_w1,NO_w2,NO2,NO2_w1,NO2_w2,NOXasNO2,NOXasNO2_w1,NOXasNO2_w2,O3,O3_w1,O3_w2,PM10,PM10_w1,PM10_w2,PM2p5,PM2p5_w1,PM2p5_w2,SO2,SO2_w1,SO2_w2,pmer,pmer_w1,pmer_w2,dirv,dirv_w1,dirv_w2,vitv,vitv_w1,vitv_w2,temp,temp_w1,temp_w2,hum,hum_w1,hum_w2,pst,pst_w1,pst_w2,r1,r1_w1,r1_w2,tempc,tempc_w1,tempc_w2
359,Pays de la Loire,9,202130,2021-07-23,403,1293.0,1155.0,0,108.0,0.0,977,2478.0,2433.0,10,33.0,30.0,0,2.0,0.0,25,64.0,63.0,,,,,,,0.7684,1.1161,1.1378,6.2055,4.5489,4.2782,7.3752,6.2475,6.0095,79.2491,52.7066,47.7925,21.1727,11.1495,8.5522,10.4478,6.387,3.9952,0.5294,0.5872,0.5453,101457.32,102010.71,101633.57,118.04,208.93,217.5,4.33,3.39,3.41,296.5339,292.4232,289.5,63.0893,74.1607,83.0536,101155.8929,101703.75,101323.9286,0.0018,0.0268,0.1018,23.3839,19.2732,16.35
360,Auvergne-Rhône-Alpes,10,202130,2021-07-23,4036,3193.0,1091.0,1641,1676.0,292.0,6431,4710.0,1890.0,49,39.0,13.0,20,20.0,3.0,78,58.0,23.0,1.4021,1.2774,0.7359,0.203,0.1598,0.1734,3.9845,4.8214,5.7732,13.2275,11.4818,12.2072,2.9324,2.3644,2.2229,74.483,47.7893,44.0507,21.0121,9.3935,9.0706,11.9199,5.0562,4.0745,2.5052,1.3216,2.1982,101409.14,101632.59,101652.53,159.4,203.57,163.63,2.82,3.8,2.69,296.2583,291.6491,292.6341,61.3884,77.6667,70.5565,98070.1339,98317.128,97899.0774,0.0268,0.1629,0.115,23.1083,18.4991,19.4841
361,Grand Est,11,202130,2021-07-23,3754,2765.0,1603.0,1556,986.0,404.0,5952,4544.0,2802.0,66,49.0,28.0,27,18.0,7.0,105,80.0,49.0,0.1771,0.1006,,0.151,0.1245,0.1425,3.1788,3.741,4.2661,11.3434,8.7504,9.1475,16.1129,14.2587,15.5735,75.0024,45.2158,43.3233,21.5386,11.3511,10.9689,11.0574,5.5945,4.8529,1.446,1.1523,1.1724,101601.61,101626.43,101623.81,178.21,223.81,200.57,2.64,3.58,2.68,294.1011,291.1139,291.4163,69.5357,84.4929,77.25,99341.1071,99343.75,99339.1786,0.0414,0.4046,0.1079,20.9511,17.9639,18.2663
362,Normandie,12,202130,2021-07-23,1257,272.0,183.0,424,0.0,0.0,2090,613.0,449.0,37,8.0,5.0,13,0.0,0.0,61,18.0,13.0,0.5711,0.174,0.163,0.2203,0.1927,0.1647,5.6598,6.7299,5.4599,14.0385,11.3919,9.359,22.3478,21.3856,17.65,70.3824,52.5479,45.8046,20.2905,15.2517,9.942,10.8476,8.759,5.7126,4.6548,1.4527,2.0498,101584.0,102015.8,101496.7,120.83,207.5,201.41,3.48,3.68,3.45,293.8101,290.8295,289.1926,73.8497,81.1473,82.5729,100498.3333,100916.4286,100244.4345,0.0775,0.0286,0.0402,20.6601,17.6795,16.0426
363,Bourgogne-Franche-Comté,13,202130,2021-07-23,223,0.0,419.0,0,0.0,0.0,532,0.0,949.0,8,0.0,15.0,0,0.0,0.0,19,0.0,33.0,,,,,,,2.3476,3.1307,3.3732,9.0325,7.1637,7.6848,12.6051,11.903,12.8116,77.56,48.4107,45.3868,19.1161,8.9084,8.4335,10.0516,4.2399,3.117,1.6994,1.629,1.8821,101514.82,101628.75,101664.64,131.43,237.32,201.96,3.28,3.81,2.17,295.1143,291.1411,291.7107,62.8393,80.8571,73.3929,98984.4643,99061.9643,99100.8929,0.0768,0.4089,0.0309,21.9643,17.9911,18.5607
364,Provence-Alpes-Côte d'Azur,1,202131,2021-07-30,8980,5340.0,4295.0,3885,1497.0,1304.0,14075,9183.0,7286.0,175,104.0,84.0,76,29.0,26.0,274,179.0,142.0,1.919,1.1135,1.1503,0.2755,0.2865,0.2194,4.6423,4.8269,3.5622,17.5377,19.9384,12.3064,24.6222,27.3065,17.7364,78.8041,86.3973,71.174,20.5401,22.6767,14.9446,9.5125,11.062,5.1453,2.1192,1.8617,2.1374,101170.09,101318.93,101214.38,210.09,187.01,230.21,4.08,3.36,5.75,296.7762,298.1786,295.3036,63.9524,60.6786,60.9583,97715.9524,97872.9167,97738.0952,0.306,0.0012,0.0327,23.6262,25.0286,22.1536
365,Île-de-France,2,202131,2021-07-30,8971,7435.0,4367.0,4250,3594.0,2156.0,13692,11276.0,6578.0,73,60.0,35.0,35,29.0,17.0,111,91.0,53.0,,,,0.3913,0.3013,0.2921,12.7144,12.1157,13.2979,17.8934,23.6039,19.1163,37.4169,42.1873,39.5661,53.0336,74.5492,49.6923,15.4097,25.4693,17.3563,7.3347,11.7818,8.548,0.91,0.6107,0.4816,101275.18,101597.5,101830.0,241.96,104.46,196.96,3.74,3.78,4.39,291.7125,296.1821,292.2036,71.9643,61.4821,77.4107,100220.7143,100555.8929,100772.5,0.0268,0.0054,0.2179,18.5625,23.0321,19.0536
366,Centre-Val de Loire,3,202131,2021-07-30,1403,197.0,238.0,343,0.0,0.0,2463,505.0,515.0,53,7.0,9.0,13,0.0,0.0,93,19.0,20.0,,,,0.109,0.1558,0.1376,4.0234,3.9299,5.1456,7.2126,9.8917,8.1363,13.4071,15.9396,16.0416,58.5071,75.1126,50.1279,11.1823,22.1184,12.4344,5.7654,10.5645,6.6563,,,,101421.07,101514.64,101868.21,241.96,117.59,210.54,3.2,3.93,3.29,291.5955,296.0366,291.5786,73.4196,62.1071,79.0714,99795.9821,99913.2143,100236.5179,0.0357,0.0902,0.1634,18.4455,22.8866,18.4286
367,Bretagne,4,202131,2021-07-30,54,2584.0,1948.0,0,430.0,512.0,160,4738.0,3384.0,2,75.0,57.0,0,12.0,15.0,5,138.0,99.0,,,,,,,3.1395,1.9092,3.0039,7.4826,10.2136,7.0558,12.5011,12.8292,11.7364,57.9805,82.3029,52.6696,13.1736,19.5287,11.2138,6.2158,9.7501,5.6877,,,,101368.62,101486.16,102150.76,252.01,133.88,204.51,4.82,4.6,4.3,290.2442,294.5286,291.1335,81.2902,74.5938,80.7768,100672.1875,100799.5089,101450.8482,0.0903,0.0751,0.0162,17.0942,21.3786,17.9835
368,Occitanie,5,202131,2021-07-30,4783,3718.0,3954.0,2434,1752.0,2075.0,7132,5684.0,5833.0,80,62.0,66.0,41,29.0,35.0,119,95.0,97.0,,,,,,,6.0913,5.1938,5.8371,13.4707,15.8376,10.1068,21.6229,22.2785,18.3627,63.9931,80.35,58.6337,12.1596,20.794,9.7314,6.6916,11.4455,4.9124,1.1555,1.4054,1.2932,101499.08,101363.95,101803.6,236.02,199.09,264.74,2.95,2.83,4.77,293.1058,296.979,292.6157,73.8346,67.0255,71.381,98290.2849,98209.3452,98576.0629,0.098,0.0031,0.0535,19.9558,23.829,19.4657
369,Hauts-de-France,6,202131,2021-07-30,725,1594.0,2477.0,0,0.0,436.0,1826,3340.0,4518.0,12,26.0,41.0,0,0.0,8.0,30,55.0,74.0,0.2565,2.0077,1.7848,0.083,0.0746,0.209,2.4296,2.813,2.4382,7.2925,12.0686,9.0427,11.0028,16.3675,12.7702,50.0938,63.1487,49.2912,16.3434,23.8225,18.3979,7.0282,13.2215,9.2681,1.0567,1.5947,2.099,101077.95,101676.79,101890.8,225.54,116.43,252.68,4.34,2.9,4.48,290.2277,294.0304,291.3714,81.3661,71.7411,80.4464,100377.3214,100981.6964,101192.8571,0.1036,0.1393,0.0527,17.0777,20.8804,18.2214
370,Corse,7,202131,2021-07-30,70,215.0,94.0,0,0.0,0.0,204,433.0,195.0,20,63.0,27.0,0,0.0,0.0,59,127.0,56.0,,,,0.5902,0.5424,0.3803,2.7474,2.7674,1.9105,11.1188,12.1304,7.1279,15.1604,16.3049,9.9962,73.6555,77.0417,72.6345,31.695,19.4776,18.2798,12.5044,8.0367,5.3685,0.6112,1.232,0.8684,101200.71,101378.66,101217.05,153.57,144.82,185.36,3.12,2.88,3.35,299.2741,298.8304,297.3688,70.2411,68.7054,62.0536,101080.625,101257.9464,101095.7143,0.0027,0.0009,0.0045,26.1241,25.6804,24.2188
371,Nouvelle-Aquitaine,8,202131,2021-07-30,2819,3436.0,5687.0,1098,1651.0,3384.0,4540,5221.0,7990.0,46,56.0,93.0,18,27.0,55.0,74,85.0,131.0,,,,0.1553,0.2742,0.2388,3.5748,3.041,3.405,7.6114,8.3802,6.3665,13.0566,13.011,11.5455,57.1084,72.0717,50.272,11.9206,20.2565,10.7734,6.212,11.101,5.4732,0.8533,0.8728,1.254,101579.26,101448.23,101977.95,235.26,158.37,203.13,2.97,3.88,3.92,291.4367,296.0776,291.719,76.6134,67.2813,79.0884,99931.75,99820.3214,100370.1696,0.0262,0.0346,0.1839,18.2867,22.9276,18.569
372,Pays de la Loire,9,202131,2021-07-30,753,403.0,1293.0,0,0.0,108.0,1625,977.0,2478.0,19,10.0,33.0,0,0.0,2.0,42,25.0,64.0,,,,,,,0.7333,0.7684,1.1161,3.9224,6.2055,4.5489,5.0361,7.3752,6.2475,59.4861,79.2491,52.7066,11.6988,21.1727,11.1495,6.1653,10.4478,6.387,0.3941,0.5294,0.5872,101448.75,101457.32,102010.71,244.11,118.04,208.93,3.35,4.33,3.39,290.9,296.5339,292.4232,78.4107,63.0893,74.1607,101141.25,101155.8929,101703.75,0.0446,0.0018,0.0268,17.75,23.3839,19.2732
373,Auvergne-Rhône-Alpes,10,202131,2021-07-30,3912,4036.0,3193.0,1774,1641.0,1676.0,6050,6431.0,4710.0,48,49.0,39.0,22,20.0,20.0,74,78.0,58.0,1.1323,1.4021,1.2774,0.1945,0.203,0.1598,4.5002,3.9845,4.8214,12.5007,13.2275,11.4818,2.4486,2.9324,2.3644,58.5831,74.483,47.7893,12.4388,21.0121,9.3935,6.8132,11.9199,5.0562,0.8652,2.5052,1.3216,101372.44,101409.14,101632.59,172.74,159.4,203.57,2.25,2.82,3.8,293.1088,296.2583,291.6491,70.5595,61.3884,77.6667,97536.6071,98070.1339,98317.128,0.1339,0.0268,0.1629,19.9588,23.1083,18.4991
374,Grand Est,11,202131,2021-07-30,3206,3754.0,2765.0,1017,1556.0,986.0,5395,5952.0,4544.0,57,66.0,49.0,18,27.0,18.0,96,105.0,80.0,0.0927,0.1771,0.1006,0.1554,0.151,0.1245,2.9638,3.1788,3.741,8.1674,11.3434,8.7504,12.2792,16.1129,14.2587,55.1977,75.0024,45.2158,12.0273,21.5386,11.3511,5.2139,11.0574,5.5945,1.0174,1.446,1.1523,101300.79,101601.61,101626.43,208.29,178.21,223.81,3.06,2.64,3.58,291.7961,294.1011,291.1139,74.5286,69.5357,84.4929,99028.9286,99341.1071,99343.75,0.0504,0.0414,0.4046,18.6461,20.9511,17.9639
375,Normandie,12,202131,2021-07-30,1438,1257.0,272.0,502,424.0,0.0,2374,2090.0,613.0,42,37.0,8.0,14,13.0,0.0,70,61.0,18.0,0.1796,0.5711,0.174,0.139,0.2203,0.1927,3.1457,5.6598,6.7299,7.6771,14.0385,11.3919,12.2902,22.3478,21.3856,57.314,70.3824,52.5479,14.1171,20.2905,15.2517,7.7587,10.8476,8.759,1.8052,4.6548,1.4527,101209.96,101584.0,102015.8,239.61,120.83,207.5,4.9,3.48,3.68,290.0112,293.8101,290.8295,80.7232,73.8497,81.1473,100113.7054,100498.3333,100916.4286,0.0955,0.0775,0.0286,16.8612,20.6601,17.6795
376,Bourgogne-Franche-Comté,13,202131,2021-07-30,75,223.0,0.0,0,0.0,0.0,350,532.0,0.0,3,8.0,0.0,0,0.0,0.0,13,19.0,0.0,,,,,,,2.8662,2.3476,3.1307,7.3837,9.0325,7.1637,11.7355,12.6051,11.903,55.6615,77.56,48.4107,9.8686,19.1161,8.9084,4.4188,10.0516,4.2399,1.1756,1.6994,1.629,101378.39,101514.82,101628.75,235.36,131.43,237.32,2.48,3.28,3.81,292.125,295.1143,291.1411,71.5893,62.8393,80.8571,98825.7143,98984.4643,99061.9643,0.0339,0.0768,0.4089,18.975,21.9643,17.9911
377,Provence-Alpes-Côte d'Azur,1,202132,2021-08-06,4891,8980.0,5340.0,1826,3885.0,1497.0,7956,14075.0,9183.0,95,175.0,104.0,35,76.0,29.0,155,274.0,179.0,1.8234,1.919,1.1135,0.2479,0.2755,0.2865,4.8144,4.6423,4.8269,15.3697,17.5377,19.9384,22.7179,24.6222,27.3065,63.3293,78.8041,86.3973,14.7668,20.5401,22.6767,5.5228,9.5125,11.062,2.3933,2.1192,1.8617,101146.07,101170.09,101318.93,222.86,210.09,187.01,4.73,4.08,3.36,294.3744,296.7762,298.1786,66.4286,63.9524,60.6786,97676.7857,97715.9524,97872.9167,0.0333,0.306,0.0012,21.2244,23.6262,25.0286
378,Île-de-France,2,202132,2021-08-06,5800,8971.0,7435.0,2742,4250.0,3594.0,8858,13692.0,11276.0,47,73.0,60.0,22,35.0,29.0,72,111.0,91.0,,,,0.3399,0.3913,0.3013,11.4978,12.7144,12.1157,17.2868,17.8934,23.6039,34.9498,37.4169,42.1873,48.9167,53.0336,74.5492,12.2198,15.4097,25.4693,5.7978,7.3347,11.7818,0.8015,0.91,0.6107,101071.96,101275.18,101597.5,224.29,241.96,104.46,3.67,3.74,3.78,290.5964,291.7125,296.1821,76.3036,71.9643,61.4821,100015.1786,100220.7143,100555.8929,0.0982,0.0268,0.0054,17.4464,18.5625,23.0321
379,Centre-Val de Loire,3,202132,2021-08-06,378,1403.0,197.0,0,343.0,0.0,806,2463.0,505.0,14,53.0,7.0,0,13.0,0.0,30,93.0,19.0,,,,0.1248,0.109,0.1558,3.938,4.0234,3.9299,6.48,7.2126,9.8917,12.5474,13.4071,15.9396,50.4329,58.5071,75.1126,7.1138,11.1823,22.1184,3.3365,5.7654,10.5645,,,,101209.64,101421.07,101514.64,216.43,241.96,117.59,3.93,3.2,3.93,290.4429,291.5955,296.0366,79.3839,73.4196,62.1071,99581.9643,99795.9821,99913.2143,0.0536,0.0357,0.0902,17.2929,18.4455,22.8866
380,Bretagne,4,202132,2021-08-06,248,54.0,2584.0,5,0.0,430.0,491,160.0,4738.0,7,2.0,75.0,0,0.0,12.0,14,5.0,138.0,,,,,,,2.8429,3.1395,1.9092,6.8212,7.4826,10.2136,11.5604,12.5011,12.8292,53.5253,57.9805,82.3029,9.2711,13.1736,19.5287,4.1841,6.2158,9.7501,,,,101047.5,101368.62,101486.16,226.61,252.01,133.88,5.26,4.82,4.6,289.5469,290.2442,294.5286,83.7143,81.2902,74.5938,100351.6071,100672.1875,100799.5089,0.1021,0.0903,0.0751,16.3969,17.0942,21.3786
381,Occitanie,5,202132,2021-08-06,3339,4783.0,3718.0,1581,2434.0,1752.0,5097,7132.0,5684.0,56,80.0,62.0,27,41.0,29.0,85,119.0,95.0,,,,,,,6.276,6.0913,5.1938,13.4167,13.4707,15.8376,21.85,21.6229,22.2785,53.0442,63.9931,80.35,8.7677,12.1596,20.794,4.1838,6.6916,11.4455,1.0842,1.1555,1.4054,101436.56,101499.08,101363.95,218.9,236.02,199.09,2.76,2.95,2.83,292.3428,293.1058,296.979,73.625,73.8346,67.0255,98213.9541,98290.2849,98209.3452,0.1135,0.098,0.0031,19.1928,19.9558,23.829
382,Hauts-de-France,6,202132,2021-08-06,1187,725.0,1594.0,0,0.0,0.0,2581,1826.0,3340.0,19,12.0,26.0,0,0.0,0.0,42,30.0,55.0,0.4029,0.2565,2.0077,0.1256,0.083,0.0746,2.448,2.4296,2.813,7.5894,7.2925,12.0686,11.3299,11.0028,16.3675,49.7595,50.0938,63.1487,12.6696,16.3434,23.8225,6.2607,7.0282,13.2215,1.504,1.0567,1.5947,100913.3,101077.95,101676.79,189.46,225.54,116.43,3.28,4.34,2.9,289.7839,290.2277,294.0304,81.5714,81.3661,71.7411,100212.8571,100377.3214,100981.6964,0.1536,0.1036,0.1393,16.6339,17.0777,20.8804
383,Corse,7,202132,2021-08-06,233,70.0,215.0,48,0.0,0.0,418,204.0,433.0,68,20.0,63.0,14,0.0,0.0,122,59.0,127.0,,,,0.5043,0.5902,0.5424,2.1686,2.7474,2.7674,7.6007,11.1188,12.1304,10.8609,15.1604,16.3049,69.5379,73.6555,77.0417,15.2237,31.695,19.4776,4.4385,12.5044,8.0367,0.6875,0.6112,1.232,101229.55,101200.71,101378.66,157.41,153.57,144.82,3.1,3.12,2.88,297.5205,299.2741,298.8304,62.1161,70.2411,68.7054,101107.9464,101080.625,101257.9464,0.0,0.0027,0.0009,24.3705,26.1241,25.6804
384,Nouvelle-Aquitaine,8,202132,2021-08-06,3211,2819.0,3436.0,1374,1098.0,1651.0,5048,4540.0,5221.0,52,46.0,56.0,22,18.0,27.0,82,74.0,85.0,,,,0.1707,0.1553,0.2742,3.5473,3.5748,3.041,6.7074,7.6114,8.3802,12.1044,13.0566,13.011,49.5897,57.1084,72.0717,8.4283,11.9206,20.2565,3.5442,6.212,11.101,1.2147,0.8533,0.8728,101395.46,101579.26,101448.23,227.51,235.26,158.37,4.04,2.97,3.88,291.0254,291.4367,296.0776,78.6357,76.6134,67.2813,99735.7679,99931.75,99820.3214,0.1475,0.0262,0.0346,17.8754,18.2867,22.9276
385,Pays de la Loire,9,202132,2021-08-06,545,753.0,403.0,0,0.0,0.0,1258,1625.0,977.0,14,19.0,10.0,0,0.0,0.0,32,42.0,25.0,,,,,,,0.721,0.7333,0.7684,3.72,3.9224,6.2055,4.8155,5.0361,7.3752,51.7047,59.4861,79.2491,8.0797,11.6988,21.1727,3.7668,6.1653,10.4478,0.3561,0.3941,0.5294,101157.14,101448.75,101457.32,225.0,244.11,118.04,3.66,3.35,4.33,290.1429,290.9,296.5339,83.3393,78.4107,63.0893,100849.8214,101141.25,101155.8929,0.0696,0.0446,0.0018,16.9929,17.75,23.3839
386,Auvergne-Rhône-Alpes,10,202132,2021-08-06,3266,3912.0,4036.0,1134,1774.0,1641.0,5398,6050.0,6431.0,40,48.0,49.0,14,22.0,20.0,66,74.0,78.0,0.6767,1.1323,1.4021,0.2039,0.1945,0.203,5.498,4.5002,3.9845,12.0816,12.5007,13.2275,2.5492,2.4486,2.9324,43.3249,58.5831,74.483,7.9611,12.4388,21.0121,3.811,6.8132,11.9199,1.0074,0.8652,2.5052,101310.45,101372.44,101409.14,168.14,172.74,159.4,2.17,2.25,2.82,291.3787,293.1088,296.2583,73.3958,70.5595,61.3884,97389.7619,97536.6071,98070.1339,0.1896,0.1339,0.0268,18.2287,19.9588,23.1083
387,Grand Est,11,202132,2021-08-06,2016,3206.0,3754.0,383,1017.0,1556.0,3649,5395.0,5952.0,36,57.0,66.0,7,18.0,27.0,65,96.0,105.0,0.128,0.0927,0.1771,0.1707,0.1554,0.151,2.8808,2.9638,3.1788,7.7705,8.1674,11.3434,11.8375,12.2792,16.1129,49.6909,55.1977,75.0024,7.5769,12.0273,21.5386,3.5978,5.2139,11.0574,0.6968,1.0174,1.446,101169.04,101300.79,101601.61,191.82,208.29,178.21,3.16,3.06,2.64,290.2325,291.7961,294.1011,80.2705,74.5286,69.5357,98937.0625,99028.9286,99341.1071,0.1345,0.0504,0.0414,17.0825,18.6461,20.9511
388,Normandie,12,202132,2021-08-06,374,1438.0,1257.0,0,502.0,424.0,786,2374.0,2090.0,11,42.0,37.0,0,14.0,13.0,23,70.0,61.0,0.2841,0.1796,0.5711,0.1519,0.139,0.2203,4.7209,3.1457,5.6598,9.1097,7.6771,14.0385,16.1594,12.2902,22.3478,50.2304,57.314,70.3824,10.4342,14.1171,20.2905,6.0693,7.7587,10.8476,2.1106,1.8052,4.6548,100967.86,101209.96,101584.0,213.44,239.61,120.83,4.63,4.9,3.48,289.2304,290.0112,293.8101,82.4509,80.7232,73.8497,99870.7143,100113.7054,100498.3333,0.0902,0.0955,0.0775,16.0804,16.8612,20.6601
389,Bourgogne-Franche-Comté,13,202132,2021-08-06,561,75.0,223.0,0,0.0,0.0,1313,350.0,532.0,19,3.0,8.0,0,0.0,0.0,45,13.0,19.0,,,,,,,2.7273,2.8662,2.3476,7.178,7.3837,9.0325,11.335,11.7355,12.6051,46.0075,55.6615,77.56,6.2688,9.8686,19.1161,2.6232,4.4188,10.0516,1.4609,1.1756,1.6994,101239.06,101378.39,101514.82,196.42,235.36,131.43,2.59,2.48,3.28,290.3783,292.125,295.1143,80.0189,71.5893,62.8393,98675.6604,98825.7143,98984.4643,0.083,0.0339,0.0768,17.2283,18.975,21.9643
390,Provence-Alpes-Côte d'Azur,1,202133,2021-08-13,3331,4891.0,8980.0,959,1826.0,3885.0,5703,7956.0,14075.0,65,95.0,175.0,19,35.0,76.0,111,155.0,274.0,1.6672,1.8234,1.919,0.3475,0.2479,0.2755,5.8805,4.8144,4.6423,26.4123,15.3697,17.5377,35.3946,22.7179,24.6222,78.6308,63.3293,78.8041,27.7248,14.7668,20.5401,11.7029,5.5228,9.5125,3.3229,2.3933,2.1192,101736.61,101146.07,101170.09,186.65,222.86,210.09,2.98,4.73,4.08,298.6571,294.3744,296.7762,54.3452,66.4286,63.9524,98310.119,97676.7857,97715.9524,0.0143,0.0333,0.306,25.5071,21.2244,23.6262
391,Île-de-France,2,202133,2021-08-13,4480,5800.0,8971.0,2071,2742.0,4250.0,6889,8858.0,13692.0,36,47.0,73.0,16,22.0,35.0,56,72.0,111.0,,,,0.3474,0.3399,0.3913,11.1601,11.4978,12.7144,20.3644,17.2868,17.8934,37.5065,34.9498,37.4169,54.6183,48.9167,53.0336,16.8441,12.2198,15.4097,7.4616,5.7978,7.3347,0.9139,0.8015,0.91,101882.86,101071.96,101275.18,200.89,224.29,241.96,2.58,3.67,3.74,294.9125,290.5964,291.7125,65.6429,76.3036,71.9643,100834.1071,100015.1786,100220.7143,0.0018,0.0982,0.0268,21.7625,17.4464,18.5625
392,Centre-Val de Loire,3,202133,2021-08-13,233,378.0,1403.0,0,0.0,343.0,496,806.0,2463.0,9,14.0,53.0,0,0.0,13.0,19,30.0,93.0,,,,0.1812,0.1248,0.109,4.0943,3.938,4.0234,8.773,6.48,7.2126,15.0816,12.5474,13.4071,54.1079,50.4329,58.5071,13.0827,7.1138,11.1823,6.5176,3.3365,5.7654,,,,101873.21,101209.64,101421.07,203.3,216.43,241.96,1.99,3.93,3.2,295.5,290.4429,291.5955,68.0714,79.3839,73.4196,100264.5536,99581.9643,99795.9821,0.0018,0.0536,0.0357,22.35,17.2929,18.4455
393,Bretagne,4,202133,2021-08-13,215,248.0,54.0,0,5.0,0.0,636,491.0,160.0,6,7.0,2.0,0,0.0,0.0,18,14.0,5.0,,,,,,,2.8961,2.8429,3.1395,7.5029,6.8212,7.4826,12.3593,11.5604,12.5011,50.1419,53.5253,57.9805,10.0184,9.2711,13.1736,4.8343,4.1841,6.2158,,,,101964.78,101047.5,101368.62,235.71,226.61,252.01,3.7,5.26,4.82,290.7589,289.5469,290.2442,81.8259,83.7143,81.2902,101265.2232,100351.6071,100672.1875,0.0369,0.1021,0.0903,17.6089,16.3969,17.0942
394,Occitanie,5,202133,2021-08-13,3458,3339.0,4783.0,1658,1581.0,2434.0,5258,5097.0,7132.0,58,56.0,80.0,28,27.0,41.0,88,85.0,119.0,,,,,,,5.5629,6.276,6.0913,18.7516,13.4167,13.4707,25.189,21.85,21.6229,63.2681,53.0442,63.9931,18.5205,8.7677,12.1596,9.6751,4.1838,6.6916,0.6432,1.0842,1.1555,101811.47,101436.56,101499.08,181.1,218.9,236.02,2.21,2.76,2.95,297.0742,292.3428,293.1058,70.747,73.625,73.8346,98642.6233,98213.9541,98290.2849,0.0057,0.1135,0.098,23.9242,19.1928,19.9558
395,Hauts-de-France,6,202133,2021-08-13,3072,1187.0,725.0,885,0.0,0.0,5259,2581.0,1826.0,50,19.0,12.0,14,0.0,0.0,86,42.0,30.0,0.1284,0.4029,0.2565,0.1049,0.1256,0.083,2.6124,2.448,2.4296,8.3605,7.5894,7.2925,12.3539,11.3299,11.0028,45.252,49.7595,50.0938,14.4849,12.6696,16.3434,6.2251,6.2607,7.0282,1.2073,1.504,1.0567,101867.68,100913.3,101077.95,222.68,189.46,225.54,2.84,3.28,4.34,290.925,289.7839,290.2277,78.3125,81.5714,81.3661,101163.2143,100212.8571,100377.3214,0.0723,0.1536,0.1036,17.775,16.6339,17.0777
396,Corse,7,202133,2021-08-13,124,233.0,70.0,1,48.0,0.0,247,418.0,204.0,36,68.0,20.0,0,14.0,0.0,72,122.0,59.0,,,,0.6392,0.5043,0.5902,3.6225,2.1686,2.7474,16.4152,7.6007,11.1188,21.8534,10.8609,15.1604,71.6956,69.5379,73.6555,28.9211,15.2237,31.695,11.2581,4.4385,12.5044,1.222,0.6875,0.6112,101716.7,101229.55,101200.71,148.3,157.41,153.57,2.43,3.1,3.12,299.5411,297.5205,299.2741,67.0357,62.1161,70.2411,101595.7143,101107.9464,101080.625,0.0,0.0,0.0027,26.3911,24.3705,26.1241
397,Nouvelle-Aquitaine,8,202133,2021-08-13,2435,3211.0,2819.0,958,1374.0,1098.0,3912,5048.0,4540.0,40,52.0,46.0,16,22.0,18.0,64,82.0,74.0,,,,0.2207,0.1707,0.1553,3.7511,3.5473,3.5748,8.2858,6.7074,7.6114,13.9862,12.1044,13.0566,52.9209,49.5897,57.1084,14.7062,8.4283,11.9206,7.1238,3.5442,6.212,1.2771,1.2147,0.8533,101919.61,101395.46,101579.26,200.05,227.51,235.26,2.56,4.04,2.97,295.2614,291.0254,291.4367,72.1223,78.6357,76.6134,100270.875,99735.7679,99931.75,0.0033,0.1475,0.0262,22.1114,17.8754,18.2867
398,Pays de la Loire,9,202133,2021-08-13,2633,545.0,753.0,567,0.0,0.0,4699,1258.0,1625.0,68,14.0,19.0,15,0.0,0.0,121,32.0,42.0,,,,,,,0.9931,0.721,0.7333,5.1468,3.72,3.9224,6.6599,4.8155,5.0361,52.474,51.7047,59.4861,10.5457,8.0797,11.6988,5.484,3.7668,6.1653,0.2665,0.3561,0.3941,101952.86,101157.14,101448.75,249.82,225.0,244.11,2.49,3.66,3.35,292.4464,290.1429,290.9,76.0714,83.3393,78.4107,101646.4286,100849.8214,101141.25,0.0036,0.0696,0.0446,19.2964,16.9929,17.75
399,Auvergne-Rhône-Alpes,10,202133,2021-08-13,1735,3266.0,3912.0,131,1134.0,1774.0,3339,5398.0,6050.0,21,40.0,48.0,1,14.0,22.0,41,66.0,74.0,0.7269,0.6767,1.1323,0.2568,0.2039,0.1945,4.9449,5.498,4.5002,13.9674,12.0816,12.5007,2.5255,2.5492,2.4486,55.3816,43.3249,58.5831,17.6839,7.9611,12.4388,9.3244,3.811,6.8132,2.1863,1.0074,0.8652,101843.75,101310.45,101372.44,137.57,168.14,172.74,1.86,2.17,2.25,296.4283,291.3787,293.1088,68.9182,73.3958,70.5595,97678.8244,97389.7619,97536.6071,0.0161,0.1896,0.1339,23.2783,18.2287,19.9588
